idAnimale,num_positive_diagnoses
-9223372036848647170,1
-9223372036847956602,0
-9223372036848647167,1
-9223372036848647162,1
-9223372036844977143,0
-9223372036848647156,2
-9223372036845042675,0
-9223372036848647151,1
-9223372036848647144,2
-9223372036848647140,1
-9223372036845042655,0
-9223372036848647133,1
-9223372036849105884,1
-9223372036848647121,1
-9223372036848647118,1
-9223372036848614345,1
-9223372036846091195,0
-9223372036847795101,1
-9223372036848122777,2
-9223372036809325464,0
-9223372036847795093,3
-9223372036847795086,3
-9223372036833213323,0
-9223372036847795080,2
-9223372036848614280,0
-9223372036848122746,2
-9223372036848614262,2
-9223372036846320501,0
-9223372036834982751,0
-9223372036848647006,3
-9223372036849105758,3
-9223372036846484315,0
-9223372036848122714,0
-9223372036848122712,1
-9223372036848646999,0
-9223372036848122709,0
-9223372036848614228,1
-9223372036848122707,1
-9223372036848122704,2
-9223372036848122700,1
-9223372036848122695,2
-9223372036848646982,1
-9223372036848122694,1
-9223372036848122691,2
-9223372036848122686,1
-9223372036848646967,0
-9223372036848646966,4
-9223372036848122678,1
-9223372036848122676,2
-9223372036848122673,2
-9223372036848614168,2
-9223372036848614159,1
-9223372036848614156,1
-9223372036848614155,1
-9223372036848614152,1
-9223372036848614151,3
-9223372036848614150,2
-9223372036846254855,0
-9223372036845042436,0
-9223372036844780293,0
-9223372036848614134,1
-9223372036848614133,3
-9223372036848614132,3
-9223372036848614127,0
-9223372036848614123,2
-9223372036848614120,4
-9223372036848614119,1
-9223372036849105636,0
-9223372036848614115,3
-9223372036848646882,1
-9223372036848640399,0
-9223372036848614112,2
-9223372036848614111,1
-9223372036848646874,2
-9223372036846254788,0
-9223372036848122563,1
-9223372036844780217,0
-9223372036846254775,0
-9223372036844026548,0
-9223372036848614066,1
-9223372036848614065,3
-9223372036846254770,0
-9223372036846090930,0
-9223372036845042350,0
-9223372036845337257,0
-9223372036845042345,0
-9223372036845042342,0
-9223372036845042340,0
-9223372036848614051,1
-9223372036846484127,0
-9223372036848614046,0
-9223372036848614044,0
-9223372036848614043,1
-9223372036848122521,1
-9223372036836260505,1
-9223372036848614039,0
-9223372036848646804,2
-9223372036848646802,5
-9223372036848614033,3
-9223372036845042322,0
-9223372036848122508,0
-9223372036848646795,1
-9223372036849105546,2
-9223372036848122505,2
-9223372036849138300,2
-9223372036848614012,2
-9223372036844288633,0
-9223372036848614007,2
-9223372036846484087,0
-9223372036849105525,2
-9223372036846484086,0
-9223372036848614001,2
-9223372036848122457,2
-9223372036848122453,0
-9223372036846090835,0
-9223372036848122449,0
-9223372036848122448,0
-9223372036849138218,1
-9223372036846909982,0
-9223372036847794714,1
-9223372036846647826,1
-9223372036846909964,0
-9223372036848646665,3
-9223372036848646662,0
-9223372036848613893,3
-9223372036846483974,0
-9223372036846483972,0
-9223372036846483968,0
-9223372036846483967,0
-9223372036844845566,0
-9223372036848646653,1
-9223372036848613878,2
-9223372036849105394,1
-9223372036846483926,0
-9223372036846647745,0
-9223372036846188992,0
-9223372036846188989,0
-9223372036846909876,0
-9223372036844648873,0
-9223372036845533608,0
-9223372036850186588,3
-9223372036850186579,5
-9223372036846647627,0
-9223372036848646469,1
-9223372036850350397,4
-9223372036848613692,2
-9223372036850350384,4
-9223372036848646447,1
-9223372036848646446,2
-9223372036848646442,0
-9223372036848646440,3
-9223372036850350372,2
-9223372036846647588,1
-9223372036848646433,3
-9223372036848646429,1
-9223372036848646428,3
-9223372036846647578,0
-9223372036848646425,2
-9223372036848646424,4
-9223372036848646420,1
-9223372036848646419,2
-9223372036846090514,0
-9223372036848646416,1
-9223372036848646415,2
-9223372036845402384,0
-9223372036848646413,1
-9223372036850350349,3
-9223372036848646411,3
-9223372036850252045,2
-9223372036848646409,5
-9223372036848646407,3
-9223372036850252033,3
-9223372036850350335,5
-9223372036848646396,3
-9223372036846909684,0
-9223372036848122098,2
-9223372036848646382,2
-9223372036848122092,1
-9223372036844091625,0
-9223372036848122088,2
-9223372036848122087,1
-9223372036848646373,2
-9223372036848122084,0
-9223372036845533413,0
-9223372036850350304,3
-9223372036845533406,0
-9223372036848122077,1
-9223372036848122073,0
-9223372036848122072,2
-9223372036850251988,1
-9223372036848122067,1
-9223372036848613586,2
-9223372036847958226,1
-9223372036848613582,1
-9223372036848613581,1
-9223372036850251982,0
-9223372036848122061,0
-9223372036845729995,0
-9223372036848613576,2
-9223372036848122055,1
-9223372036848613575,0
-9223372036848122053,1
-9223372036850251974,2
-9223372036845729988,0
-9223372036848613570,2
-9223372036848613572,0
-9223372036848122048,2
-9223372036847958207,0
-9223372036848613573,0
-9223372036847958210,0
-9223372036847794364,1
-9223372036849694907,3
-9223372036848613564,1
-9223372036847958201,0
-9223372036848613560,1
-9223372036848122040,1
-9223372036848613558,3
-9223372036847958204,1
-9223372036848122036,2
-9223372036848122042,1
-9223372036848122041,0
-9223372036847958199,1
-9223372036848122032,2
-9223372036849793199,2
-9223372036848122030,2
-9223372036848613549,0
-9223372036848122028,2
-9223372036848122027,2
-9223372036846647474,0
-9223372036850350250,0
-9223372036850350248,3
-9223372036848613541,2
-9223372036848122021,0
-9223372036850350241,1
-9223372036848122017,3
-9223372036847958173,0
-9223372036848122012,1
-9223372036848122009,2
-9223372036850251924,3
-9223372036848613522,1
-9223372036846909586,0
-9223372036848121998,1
-9223372036848613517,1
-9223372036848613516,1
-9223372036848121996,2
-9223372036847958154,1
-9223372036847958153,1
-9223372036848121992,3
-9223372036848646279,2
-9223372036850350214,3
-9223372036850186373,2
-9223372036848646276,3
-9223372036848121991,2
-9223372036850251905,1
-9223372036848121984,2
-9223372036847958144,2
-9223372036848121985,1
-9223372036848646269,3
-9223372036848646268,1
-9223372036848121979,1
-9223372036848121978,2
-9223372036848121977,2
-9223372036848121976,2
-9223372036848121975,2
-9223372036847958143,1
-9223372036848121973,2
-9223372036844812407,0
-9223372036848121965,0
-9223372036850251884,2
-9223372036846090348,0
-9223372036848121959,2
-9223372036848121955,2
-9223372036844812383,0
-9223372036850251867,2
-9223372036848613466,1
-9223372036848121947,1
-9223372036830722136,0
-9223372036848121940,1
-9223372036848121934,2
-9223372036848121933,2
-9223372036844812363,0
-9223372036850251850,3
-9223372036848121929,1
-9223372036848646214,2
-9223372036848613445,1
-9223372036848121926,2
-9223372036848121923,1
-9223372036850251842,3
-9223372036848121921,1
-9223372036846909510,1
-9223372036848121918,1
-9223372036848121916,1
-9223372036847466555,2
-9223372036848613434,1
-9223372036848613433,0
-9223372036850251834,3
-9223372036848613431,1
-9223372036846909492,0
-9223372036848613427,1
-9223372036848121906,3
-9223372036850251826,2
-9223372036850186288,3
-9223372036848613415,0
-9223372036850186277,4
-9223372036848121892,0
-9223372036846909475,1
-9223372036848613410,2
-9223372036849137697,0
-9223372036844386336,0
-9223372036848613407,2
-9223372036844386335,0
-9223372036848121883,2
-9223372036850186266,1
-9223372036848613402,3
-9223372036848613400,2
-9223372036844714011,0
-9223372036848613396,1
-9223372036848121874,0
-9223372036850186255,4
-9223372036845598734,1
-9223372036848121860,0
-9223372036850186240,4
-9223372036848646143,10
-9223372036848646142,4
-9223372036844713982,0
-9223372036831016953,0
-9223372036831016947,0
-9223372036844812238,0
-9223372036844091340,0
-9223372036844091339,0
-9223372036846155721,0
-9223372036849137588,1
-9223372036847794091,1
-9223372036848121762,2
-9223372036848121760,1
-9223372036848121759,1
-9223372036848121746,1
-9223372036848121743,1
-9223372036848121741,2
-9223372036844812171,0
-9223372036848646022,6
-9223372036848121734,3
-9223372036846909316,0
-9223372036844386179,0
-9223372036850186109,3
-9223372036849203069,1
-9223372036846057316,0
-9223372036846057302,1
-9223372036844812097,0
-9223372036848645949,5
-9223372036848121657,0
-9223372036848121656,1
-9223372036848121655,0
-9223372036846914294,0
-9223372036848121645,2
-9223372036848121640,0
-9223372036848121636,2
-9223372036844812067,0
-9223372036848121631,1
-9223372036849104670,1
-9223372036848121628,1
-9223372036848121627,0
-9223372036850382618,3
-9223372036848121626,1
-9223372036848121621,1
-9223372036848121620,1
-9223372036848121618,0
-9223372036850185997,3
-9223372036848645895,2
-9223372036850382595,4
-9223372036850185986,4
-9223372036848645889,4
-9223372036848645888,2
-9223372036848645887,4
-9223372036832655103,0
-9223372036846057211,0
-9223372036849104634,1
-9223372036850382584,2
-9223372036845663986,0
-9223372036850185968,3
-9223372036848121582,1
-9223372036848613100,3
-9223372036850185958,2
-9223372036850382564,4
-9223372036848613086,1
-9223372036850185944,4
-9223372036848613074,1
-9223372036850185933,3
-9223372036846646984,1
-9223372036849137348,4
-9223372036849497796,2
-9223372036849497793,3
-9223372036850185920,4
-9223372036848613052,1
-9223372036850185905,3
-9223372036848613034,3
-9223372036846646954,0
-9223372036850185892,2
-9223372036848613023,0
-9223372036848613019,1
-9223372036848613016,4
-9223372036848121488,1
-9223372036849104526,4
-9223372036846319246,1
-9223372036850185867,4
-9223372036844385931,0
-9223372036848613000,0
-9223372036848612996,3
-9223372036848612994,2
-9223372036850185852,4
-9223372036848645746,2
-9223372036850185840,3
-9223372036848645741,2
-9223372036848645734,1
-9223372036848023140,1
-9223372036846646880,0
-9223372036848645725,1
-9223372036848645718,2
-9223372036845925973,0
-9223372036846646866,0
-9223372036848612939,0
-9223372036848645701,2
-9223372036848612930,1
-9223372036845925954,0
-9223372036846319168,0
-9223372036846319167,0
-9223372036848645694,1
-9223372036846319166,1
-9223372036846319165,1
-9223372036848645691,2
-9223372036848645690,1
-9223372036848612923,1
-9223372036846319164,0
-9223372036844713529,0
-9223372036848645685,1
-9223372036848645683,2
-9223372036848612904,0
-9223372036848121383,2
-9223372036848121382,1
-9223372036848121381,1
-9223372036848121384,0
-9223372036844385828,0
-9223372036846908962,1
-9223372036848645665,1
-9223372036848612893,1
-9223372036844811795,0
-9223372036848121362,2
-9223372036848645647,2
-9223372036848645645,1
-9223372036848645642,2
-9223372036848612868,1
-9223372036846056964,0
-9223372036848121345,1
-9223372036848645632,5
-9223372036848612862,1
-9223372036848612861,2
-9223372036846646780,0
-9223372036846646779,0
-9223372036848612858,2
-9223372036848612857,1
-9223372036848645626,1
-9223372036848645623,1
-9223372036848612854,1
-9223372036848612853,3
-9223372036848645620,3
-9223372036848612851,3
-9223372036848645618,1
-9223372036845925875,0
-9223372036848612848,1
-9223372036848645615,1
-9223372036848612847,0
-9223372036848645614,0
-9223372036846646767,0
-9223372036848612842,3
-9223372036846646760,2
-9223372036848612839,2
-9223372036848645607,2
-9223372036848645606,5
-9223372036848612838,5
-9223372036848612835,3
-9223372036846646756,1
-9223372036848645601,0
-9223372036848612834,1
-9223372036848612830,1
-9223372036846908894,1
-9223372036848612828,2
-9223372036848612827,1
-9223372036848645596,1
-9223372036848612825,1
-9223372036848645595,0
-9223372036848645594,1
-9223372036848612822,3
-9223372036848645589,2
-9223372036848612820,3
-9223372036848645588,1
-9223372036848645591,1
-9223372036848645590,1
-9223372036848645586,1
-9223372036845663695,0
-9223372036848645582,3
-9223372036846908877,1
-9223372036835014095,0
-9223372036848645579,3
-9223372036848645577,4
-9223372036848645576,1
-9223372036846908872,0
-9223372036846908866,0
-9223372036848612800,1
-9223372036848121272,2
-9223372036846253495,0
-9223372036848121270,2
-9223372036844385720,0
-9223372036846908852,1
-9223372036848121267,0
-9223372036848121266,0
-9223372036848121263,1
-9223372036846908846,1
-9223372036846056875,0
-9223372036848121256,1
-9223372036848121255,4
-9223372036836750760,0
-9223372036848121249,1
-9223372036846908820,0
-9223372036846908812,1
-9223372036850185602,4
-9223372036848121216,3
-9223372036848121213,0
-9223372036848121206,0
-9223372036850185586,1
-9223372036848645481,2
-9223372036846914203,1
-9223372036848645473,0
-9223372036848645469,0
-9223372036850611534,3
-9223372036848612652,0
-9223372036848612650,1
-9223372036848612649,6
-9223372036848612648,1
-9223372036848612647,1
-9223372036846089510,0
-9223372036848612642,0
-9223372036848612639,2
-9223372036848612634,0
-9223372036844811546,0
-9223372036848612632,4
-9223372036848612629,1
-9223372036848612628,4
-9223372036848612625,1
-9223372036848612624,1
-9223372036850185485,2
-9223372036847924492,1
-9223372036848612619,3
-9223372036848612618,2
-9223372036848612615,4
-9223372036848612612,4
-9223372036848612609,0
-9223372036848612605,2
-9223372036847924477,0
-9223372036848645371,1
-9223372036847924475,0
-9223372036847924467,1
-9223372036849136881,3
-9223372036847924464,2
-9223372036848645354,2
-9223372036847924457,1
-9223372036847924454,1
-9223372036847924452,0
-9223372036849399010,1
-9223372036847924450,1
-9223372036848645342,1
-9223372036847924445,0
-9223372036847924441,1
-9223372036848645334,2
-9223372036847924438,1
-9223372036847924433,1
-9223372036845401288,0
-9223372036846318790,1
-9223372036849136835,1
-9223372036847924415,1
-9223372036847924414,0
-9223372036847924412,2
-9223372036847924411,1
-9223372036847924410,3
-9223372036847924403,1
-9223372036850381998,3
-9223372036847924396,1
-9223372036850185384,2
-9223372036850381987,3
-9223372036846056610,0
-9223372036847924385,1
-9223372036847924382,1
-9223372036848645276,0
-9223372036848645273,1
-9223372036848645269,1
-9223372036845532309,0
-9223372036848645262,4
-9223372036848645258,0
-9223372036844909705,0
-9223372036844909702,0
-9223372036845925505,0
-9223372036845925504,0
-9223372036848645247,1
-9223372036848645246,1
-9223372036848645245,1
-9223372036845925499,0
-9223372036846056570,0
-9223372036848645240,1
-9223372036848645239,0
-9223372036848645238,3
-9223372036847924343,5
-9223372036847891576,1
-9223372036848645234,4
-9223372036848645233,3
-9223372036834915439,0
-9223372036848645226,3
-9223372036848645225,1
-9223372036849136741,1
-9223372036848645219,4
-9223372036848645218,3
-9223372036847891553,1
-9223372036848645215,4
-9223372036848645214,3
-9223372036844713052,0
-9223372036848645209,2
-9223372036848120919,1
-9223372036848645206,1
-9223372036847924310,2
-9223372036847367250,1
-9223372036844713042,0
-9223372036848120909,0
-9223372036847891524,2
-9223372036847891523,1
-9223372036848120892,0
-9223372036849595450,1
-9223372036844713018,0
-9223372036848120884,2
-9223372036834686001,0
-9223372036848612399,2
-9223372036848612397,1
-9223372036848120876,1
-9223372036848612391,1
-9223372036846154791,0
-9223372036848612389,4
-9223372036848120868,1
-9223372036846253092,1
-9223372036848612383,3
-9223372036848120859,1
-9223372036848612378,0
-9223372036849300505,1
-9223372036848612375,2
-9223372036848612373,3
-9223372036848612372,3
-9223372036847793171,4
-9223372036848612371,2
-9223372036848612367,1
-9223372036848612366,0
-9223372036845892618,0
-9223372036848612361,0
-9223372036848612360,1
-9223372036836750343,0
-9223372036848612354,1
-9223372036848612350,2
-9223372036848612347,1
-9223372036845532142,0
-9223372036846154734,0
-9223372036848645096,2
-9223372036848645095,4
-9223372036848645094,1
-9223372036848645091,3
-9223372036848645086,1
-9223372036848612311,2
-9223372036831114161,0
-9223372036849365934,1
-9223372036846154660,0
-9223372036844909467,0
-9223372036846154651,0
-9223372036846154649,0
-9223372036831343511,0
-9223372036831343509,0
-9223372036848612244,3
-9223372036848612243,2
-9223372036844909458,0
-9223372036848612239,2
-9223372036848612238,2
-9223372036850185101,3
-9223372036845892494,0
-9223372036848612235,4
-9223372036846154633,0
-9223372036846154632,0
-9223372036848612226,1
-9223372036848612224,1
-9223372036848612223,1
-9223372036846154619,0
-9223372036848612217,2
-9223372036844712825,0
-9223372036848612212,2
-9223372036848612211,3
-9223372036848120689,1
-9223372036848612207,1
-9223372036847930114,0
-9223372036848612204,3
-9223372036848612202,0
-9223372036843926377,0
-9223372036848644962,1
-9223372036848644961,0
-9223372036848612193,3
-9223372036848612190,0
-9223372036849300312,1
-9223372036848612183,0
-9223372036848644950,1
-9223372036845400915,0
-9223372036848612177,0
-9223372036848612169,2
-9223372036848612166,3
-9223372036844712771,0
-9223372036848612158,1
-9223372036848612151,1
-9223372036848612148,1
-9223372036848612142,2
-9223372036849431341,1
-9223372036848612129,3
-9223372036844712732,0
-9223372036847930090,0
-9223372036848644842,1
-9223372036847956713,2
-9223372036847956712,3
-9223372036847956711,2
-9223372036845400799,0
-9223372036844155600,0
-9223372036831048382,0
-9223372036847956637,0
-9223372036834914972,0
-9223372036846908058,0
-9223372036848611987,1
-9223372036848611986,2
-9223372036848611985,3
-9223372036847956626,2
-9223372036848611983,2
-9223372036848611982,2
-9223372036848611981,2
-9223372036847956621,0
-9223372036848611979,1
-9223372036848611978,2
-9223372036850152072,1
-9223372036847956615,2
-9223372036848611976,0
-9223372036848611973,4
-9223372036848611974,0
-9223372036848611971,0
-9223372036850152065,0
-9223372036848611965,2
-9223372036847956605,0
-9223372036848611963,2
-9223372036848611962,0
-9223372036844253818,0
-9223372036847956600,1
-9223372036847956599,2
-9223372036847956598,1
-9223372036848611958,2
-9223372036848611957,3
-9223372036848611959,2
-9223372036848611956,2
-9223372036847956597,2
-9223372036847956596,2
-9223372036848611952,0
-9223372036848611949,3
-9223372036847956586,2
-9223372036847956585,2
-9223372036848120424,2
-9223372036847956584,1
-9223372036848611942,3
-9223372036848120422,1
-9223372036847956582,0
-9223372036848611946,1
-9223372036847956581,1
-9223372036847956580,0
-9223372036847956576,2
-9223372036848120416,1
-9223372036850381407,3
-9223372036848611935,1
-9223372036848611932,3
-9223372036847956571,1
-9223372036848120415,1
-9223372036847956574,1
-9223372036847956575,1
-9223372036847956570,2
-9223372036847956568,0
-9223372036848611925,3
-9223372036850381396,4
-9223372036848120403,1
-9223372036848120404,1
-9223372036847956562,2
-9223372036847956561,2
-9223372036848120400,1
-9223372036848120399,0
-9223372036844155475,0
-9223372036848120394,1
-9223372036845892169,0
-9223372036848120392,1
-9223372036847956551,1
-9223372036848644678,4
-9223372036847956549,1
-9223372036848120388,3
-9223372036845892165,0
-9223372036845892161,0
-9223372036848120383,2
-9223372036845564477,1
-9223372036845564475,0
-9223372036849496633,1
-9223372036848611896,1
-9223372036848611895,0
-9223372036848611894,0
-9223372036848120371,2
-9223372036848611888,1
-9223372036848120367,4
-9223372036848611881,1
-9223372036848611880,2
-9223372036848120353,2
-9223372036833407520,0
-9223372036848120338,4
-9223372036848120334,2
-9223372036848644621,5
-9223372036844384778,0
-9223372036848644614,1
-9223372036848120326,4
-9223372036848644607,1
-9223372036848644606,0
-9223372036848120315,2
-9223372036848644602,1
-9223372036848644600,1
-9223372036848120308,1
-9223372036848644593,1
-9223372036844909041,0
-9223372036848644589,4
-9223372036848644586,1
-9223372036848644585,2
-9223372036845564380,0
-9223372036844712404,0
-9223372036844057036,0
-9223372036848120266,1
-9223372036844057033,0
-9223372036850184644,4
-9223372036850610625,1
-9223372036844057021,0
-9223372036846154169,0
-9223372036850151861,0
-9223372036848120243,1
-9223372036850184623,4
-9223372036847956396,0
-9223372036850610598,4
-9223372036844908965,0
-9223372036848120212,2
-9223372036848120210,2
-9223372036848120207,0
-9223372036848120202,1
-9223372036848120200,4
-9223372036848120199,1
-9223372036848120193,0
-9223372036848120192,2
-9223372036848120189,3
-9223372036844908925,0
-9223372036848120185,1
-9223372036848120184,1
-9223372036848120183,2
-9223372036845662582,0
-9223372036848120178,3
-9223372036848120177,3
-9223372036848120174,1
-9223372036848120167,1
-9223372036844188007,0
-9223372036848120165,2
-9223372036844122471,0
-9223372036850184538,4
-9223372036848644438,0
-9223372036848644430,1
-9223372036848644422,0
-9223372036848644421,3
-9223372036848644412,1
-9223372036844908859,0
-9223372036844908858,0
-9223372036848644395,4
-9223372036848644372,0
-9223372036848644371,3
-9223372036844613905,0
-9223372036844187919,0
-9223372036844613897,0
-9223372036844187913,0
-9223372036845891840,0
-9223372036844613885,0
-9223372036844187898,0
-9223372036844613878,0
-9223372036845662448,0
-9223372036844613861,0
-9223372036844613849,0
-9223372036845891783,0
-9223372036845564086,0
-9223372036849103018,0
-9223372036844187816,0
-9223372036844417186,0
-9223372036845702559,0
-9223372036845702558,0
-9223372036844613767,0
-9223372036850577524,4
-9223372036850577521,3
-9223372036845989997,0
-9223372036850610282,2
-9223372036848644202,1
-9223372036850577512,4
-9223372036844056682,0
-9223372036850577504,4
-9223372036850577497,3
-9223372036845563992,0
-9223372036848644173,3
-9223372036848611401,0
-9223372036848611398,2
-9223372036848644164,1
-9223372036848611395,1
-9223372036848644160,2
-9223372036848644158,4
-9223372036848644157,2
-9223372036844613692,0
-9223372036848644155,2
-9223372036844613689,0
-9223372036848644148,0
-9223372036846546986,0
-9223372036849659934,3
-9223372036844613655,0
-9223372036848644112,1
-9223372036847726584,1
-9223372036847726583,1
-9223372036848611319,1
-9223372036844613623,0
-9223372036848119796,2
-9223372036848644082,3
-9223372036848644081,2
-9223372036848644080,3
-9223372036844187630,0
-9223372036848644076,3
-9223372036848644075,3
-9223372036848644072,1
-9223372036848644071,0
-9223372036848644070,2
-9223372036848644066,1
-9223372036844056546,0
-9223372036848644058,4
-9223372036848644057,1
-9223372036848644056,4
-9223372036850577363,4
-9223372036848644051,3
-9223372036848644050,2
-9223372036848611281,1
-9223372036850577357,3
-9223372036849135546,1
-9223372036848644014,1
-9223372036849102765,1
-9223372036848611246,0
-9223372036848119716,1
-9223372036849135504,4
-9223372036846940030,0
-9223372036847595365,1
-9223372036848119651,1
-9223372036848119645,2
-9223372036847595356,1
-9223372036848119639,2
-9223372036848119638,1
-9223372036848611157,4
-9223372036848611156,2
-9223372036846022486,0
-9223372036848119634,0
-9223372036844187475,0
-9223372036848283463,1
-9223372036845662020,0
-9223372036848119616,1
-9223372036848119615,2
-9223372036845662011,0
-9223372036848119604,1
-9223372036848119603,1
-9223372036848611123,3
-9223372036845596462,0
-9223372036848611115,3
-9223372036848611113,2
-9223372036848611103,1
-9223372036848119581,2
-9223372036845661978,0
-9223372036846251799,0
-9223372036846251796,1
-9223372036848611090,3
-9223372036846251775,0
-9223372036846546676,1
-9223372036846251763,0
-9223372036848611054,3
-9223372036848119533,1
-9223372036845039334,0
-9223372036848250581,1
-9223372036845661906,0
-9223372036844023479,0
-9223372036844187319,0
-9223372036847955637,2
-9223372036844187317,0
-9223372036845498031,0
-9223372036847922855,1
-9223372036848610976,1
-9223372036848610974,1
-9223372036848610970,1
-9223372036848610969,4
-9223372036848610968,1
-9223372036848610967,2
-9223372036848610966,1
-9223372036848610961,1
-9223372036848610956,2
-9223372036848610949,1
-9223372036847398533,0
-9223372036846022275,0
-9223372036848643709,1
-9223372036848610940,0
-9223372036848610939,0
-9223372036848119416,0
-9223372036848610930,0
-9223372036848610927,2
-9223372036848610926,2
-9223372036848610925,2
-9223372036848119406,3
-9223372036848610920,4
-9223372036848610919,2
-9223372036845661800,0
-9223372036847988304,0
-9223372036845661776,0
-9223372036846022220,0
-9223372036848610889,0
-9223372036848610888,0
-9223372036848610887,2
-9223372036845760069,0
-9223372036848643640,2
-9223372036848610870,1
